sku,name,description,category,subcategory,brand,model,sell_price,notes,warehouse,unit
BOX14,BOX14 - Supporti Telecamere e Accessori,E DESCRIZIONE SUPPORTI DI FISSAGGIO PER TELECAMERE MULTIOTTICA,Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,BOX14,25.0,ACCESSORI,listino,pz
STPAS01,STPAS01 - Supporti Telecamere e Accessori,"«e “| (-. n Junction box per eyebal] serie ITCDC in alluminio, dim. 176mm x 107mm x 48m, peso 0,24KE.",Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,STPAS01,245.0,,listino,pz
STASP01,STASP01 - SPEED DOME ai î Junction box per speed dome Hykon serie ITCS,"SUPPORTI DI FISSAGGIO PER SPEED DOME ai î Junction box per speed dome Hykon serie ITCS in alluminio, dimensioni 296x244x127mm, peso 2,5KE",Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,STASP01,58.0,,listino,pz
SPT1,SPT1 - speed dome Hykon serie ITCS in alluminio,"""x Staffa da parete per speed dome Hykon serie ITCS in alluminio, dimensioni 230,0x141x201,5mm, peso 0,8Kg 4 ten Adattatore da palo per staffa da parete STPASO1 speed dome Hykon serie ITCS in acciaio per pali diametro 67/127mm,",Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,SPT1,56.0,,listino,pz
ALCC2401,ALCC2401 - speed dome Hykon serie ITCS in acciaio,"i lm dimensioni 215x175x60mm, peso 1,5Kg. j Adattatore da angolo per speed dome Hykon serie ITCS in acciaio, dimensioni 215x210x122mrm, peso 1,87KE",Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,ALCC2401,45.0,,listino,pz
ALCC2404,ALCC2404 - Supporti Telecamere e Accessori,SUPPORTI DI FISSAGGIO PER TERMOGRAFICHE L t Staffa da parete per telecamere termografiche BSRC7BT e BSRV7.5BT,Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,ALCC2404,92.0,,listino,pz
AL1215,AL1215 - Supporti Telecamere e Accessori,ACCESSORI PER TELECAMERE SERIE ITCP n Tettuccio parasole e parapioggia regolabile in alluminio per telecamere ITCP,Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,AL1215,49.0,,listino,pz
AL1230,AL1230 - Supporti Telecamere e Accessori,"ACCESSORI PER FARI INFRAROSSO sn Junction box per fari IR Hykon da abbinare alla staffa da parete STIR, dim. 90[Hp45{P]x50{Lmm, peso 0,2K£, colore nero.",Accessori di Fissaggio,Supporti Telecamere e Accessori,Hykon,AL1230,36.0,,listino,pz
TB30,TB30 - nan,"E DESCRIZIONE Telecamera IP bispectrum Hykon con sensore termico Ossido di Vanadio non raffreddato, risoluzione 388x288, dimensioni pixel 12 um, sensibilità termica {NETD) £ 35mK@ 25° C, ottica 7mm autofocus, FOY 36,1°""x27,7°, telecamera 4MP, sensore _ 1/2,8” Sony progressive scan, ottica fissa 4mm, 4Maxi Led IR portata 30mt. Doppia video analisi deep leaming termica nni e visibile. Algoritmi telecamera termica: attraversamento linea, motion detector 4 aree, Ingresso In area, uscita dall'area, tampering/masking, dassificazione oggetti, fire detection, programmazione regole, shield area { mascherature }). Algoritmi A telecamera visibile: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tamperinefmasking, classificazione oggetti, invio messaggi http GET/POST personalizzabili per VCA/evento/diagnostica, Privacy mask, TT compressione video H.264/H.265, profili video selezionabili, E ingresso ed 1 uscita di allarme, porta di rete R145, protocolli Pelco-D, Z5-SP. VISCA, ONVIF profile 5/T/G, API, CGI, SDK, memoria interna 16G, alimentazione 12Vdc/5W, PoE IEEE802.3at temperatura di funzionamento -20°C * +60 C, custodia in alluminio, IP66, certricazioni CE (EN 60950:2000} FCC [FCC Part 1 SubpartB ].",Hykon,,Hykon,TB30,3250.0,ACCESSORI |,listino,pz
TB31,TB31 - nan,"JA INTEN One Telecamera IP bispectrum Hykon con sensore termico Ossido di Vanadio non raffreddato, risoluzione 388x288, dimensioni pixel 12 um, sensibilità termica {NETD) £ 35mK® 25° C, ottica 10mm autofocus, FOV 26""x19,6°, telecamera 4&MP, sensore 1f2,8"" Sony progressive scan, ottica fissa 8mm, 4Maxi Led IR portata 30mt. Doppia video analisi deep leaming termica de si e visibile. Algoritmi telecamera termica: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, dassificazione oggetti, fire detection, programmazione regole, shield area { mascherature }. Algoritmi p telecamera visibile: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, classificazione oggetti, invio messaggi http GET/POST personalizzabili per YCA/evento/diagnostica, Privacy mask, TT compressione video H.264/H.265, profili video selezionabili, E ingresso ed 1 uscita di allarme, porta di rete R145, protocolli Pelco-D, Z5-SP. VISCA, ONYIF profile S/T/G, API, CGI, SDK, memoria interna 16G, alimentazione 12YVdc/5W, PoE IEEE802.3at temperatura di funzionamento -20°C ©"" +60 C, custodia In alluminio, IP66, certificazioni CE [EN 60950:20D0} FCC [FCC Part 1 SubpartB ].",Hykon,,Hykon,TB31,3250.0,STP5,listino,pz
TB32,TB32 - nan,"E DESCRIZIONE SA EER@NEELLIGENT « Onvar: Telecamera IP bispectrum Hykon con sensore termico Ossido di Vanadio non raffreddato, risoluzione 388x288, dimensioni pixel 12um, sensibilità termica {NETD) € 35mK@ 25° C, ottica 25mm autofocus, FOVY 10,5°x7,9"", telecamera 4MP, sensore _ 1/2,8” Sony progressive scan, ottica fissa 12mm, 4Maxi Led IR portata 30mt. Doppia video analisi deep leaming termica nti e visibile. Algoritmi telecamera termica: attraversamento linea, motion detector 4 aree, ingresso In area, uscita dall'area, tampering/masking, classificazione oggetti, fire detection, programmazione regole, shield area { mascherature ).. Algoritmi A telecamera visibile: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, | classificazione oggetti, invio messaggi http GET/POST personatizzabili per YCAfevento/diagnostica, Privacy mask, TT compressione video H.264/H.265, profili video selezionabili, LI ingresso ed 1 uscita di allarme, porta di rete R145, protocalli Pelco-D, Z5-5P, VISCA, ONYIF profile $fT/G, API, CGI, SDK, memoria interna 16G, alimentazione 12Vdc/5W, PoE IEEE802.3at temperatura di funzionamento -20°C "" +60 €, custodia In alluminio, 1P66, certificazioni CE {EN 60950:2000] FCC [FCC Part 1!",Hykon,,Hykon,TB32,3790.0,ACCESSORI |,listino,pz
TB33,TB33 - nan,"SubpartB ). A IE EST Onvie Telecamera IF bispectrum Hykon con sensore tenmico Ossido di Vanadio non raffreddato, risoluzione 388x288, dimensioni pixel 12m, sensibilità termica {NETD) € 35mK@ 25° C, ottica 35mm autofocus, FOY 7,5%5,7°, telecamera 4MP, sensore 1/2,8” Sony progressive scan, ottica fissa 12mm, 4Maxi Led IR portata 30mt. Doppia video analisi deep leaming termica ainsi e visibile. Algoritmi telecamera termica: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, classificazione oggetti, fire detection, programmazione regole, shield area { mascherature ). Algoritmi A telecamera visibile: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, classificazione ogpetti, invio messaggi http GET/POST personalizzabili per YCAfevento/diagnostica. Privacy mask, TT compressione video H.264/H.265, profili video selezionabili, L ingresso ed 1 uscita di allarme, porta di rete R145, protocolli Pelco-D, Z5-5P, VISCA, ONYIF profile $/T/G, API, CGI, SDK, memoria interna 16G, alimentazione 12Vdc/5W, PoE IFEE802.3at temperatura di funzionamento -20""C "" +602 0, custodia in alluminio, IP66, certificazioni CE {EN 60950:2000} FCC [FCC Part 1",Hykon,,Hykon,TB33,4350.0,STP5,listino,pz
TB20,TB20 - nan,"SubpartB ). A IT i Onwvie: Telecamera IP bispectrum Hykon con sensore termico Ossido di Vanadio non raffreddato, risoluzione 256x192, dimensioni pixel 12um, sensibilità termica {NETD) € 35mK@ 25° C, ottica 2?mm, F1.1, FOV 90° x 65,9°, telecamera visibile AMP, sensore » 1/2,8” Sony progressive scan, ottica fissa Amm, illuminazione minima colori: 0.D1Lux®[F1.5,AGC ON} BAW: 0.001Lux@{F1.5 i AGC ON), 4Maxi Led ER portata 20mt, AGC, NUC, IDE, HDR, DNR, Doppia video analisi deep leaming termica e visibile. pr Algoritmi telecamera termica: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/ maskine, classificazione oggetti, fire detection, programmazione regole, shield area (mascherature). Algoritmi telecamera visibile: attraversamento linea, motion detector 4 aree, ingresso in area, uscita dall'area, tampering/masking, classificazione oggetti, invio messaggi http GET/POST personalizzabili per YCA/evento/ diagnostica, Privacy mask 4 zone programmabili, compressione video H.264/H.265, profili video selezionabili, 1 ingresso ed 1 uscita di allarme, porta di rete RI45 10/100M se adaptive, OINVIF profite S/T/G, API, CGI, SDK, memoria interna 166, alimentazione 17Vdc/3W PoE IEEE802.3at, temperatur",Hykon,,Hykon,TB20,80.0,MOB/MO2,listino,pz
SVR120,SVR120 - nan,"JE DESCRIZIONE WS Server Rack VIMS Wavestore compliant per la gestione di massimo 60 flussi video in risoluzione 2IMP, Intel Core 15 12400 6Core 2.6GHz/4.5GHz - Chipset Intel B760 - 16GB DDRS 4800 -55D 500GB M.2 NYMe PCle - 4x slot 3,5” interni per ulteriore",Hykon,,Hykon,SVR120,2260.0,ACCESSORI |,listino,pz
AL123,AL123 - monitorazzio della temperatura corporea e dispositivi di,E DESCRIZIONE TERMINALI Soluzioni peri] monitorazzio della temperatura corporea e dispositivi di protezione individuate {DPI,Hykon,,Hykon,AL123,1590.0,ACCESSORI,listino,pz
